table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
"sink_raw","mabarchive__my_fpsyeartotals",10,"transferincome","money","NO",""
"sink_raw","mabarchive__my_fpsyeartotals",11,"totalincome","money","NO",""
"sink_raw","mabarchive__my_fpsyeartotals",12,"budget_cvl","money","YES",""
"sink_raw","mabarchive__my_fpsyeartotals",13,"requiredprofit","money","YES",""
"sink_raw","mabarchive__my_fpsyeartotals",14,"manager","character varying","YES",""
"sink_raw","mabarchive__my_fpsyeartotals",15,"customer","character varying","YES",""
"sink_raw","mabarchive__my_fpsyeartotals",16,"projectstatus","character varying","NO",""
"sink_raw","mabarchive__my_fpsyeartotals",17,"pvsincome","money","YES",""
"sink_raw","mabarchive__my_fpsyeartotals",18,"plancaseworkdebit","money","YES",""
"sink_raw","mabarchive__my_fpsyeartotals",19,"totalpaycosts","double precision","YES",""
"sink_raw","mabarchive__my_milestoneformdates",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_milestoneformdates",2,"parentproject","character varying","NO",""
"sink_raw","mabarchive__my_milestoneformdates",3,"jan","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",4,"feb","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",5,"mar","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",6,"apr","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",7,"may","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",8,"jun","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",9,"jul","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",10,"aug","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",11,"sep","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",12,"oct","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",13,"nov","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_milestoneformdates",14,"dec","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_monthlyoutput",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_monthlyoutput",2,"testcode","character varying","NO",""
"sink_raw","mabarchive__my_monthlyoutput",3,"buyer","character varying","NO",""
"sink_raw","mabarchive__my_monthlyoutput",4,"month","double precision","NO",""
"sink_raw","mabarchive__my_monthlyoutput",5,"workgroup","character varying","NO",""
"sink_raw","mabarchive__my_monthlyoutput",6,"volume","double precision","YES",""
"sink_raw","mabarchive__my_monthlyoutput",7,"wgbuyer","character varying","YES",""
"sink_raw","mabarchive__my_monthlytime",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_monthlytime",2,"pactstaffid","character varying","NO",""
"sink_raw","mabarchive__my_monthlytime",3,"timecode","character varying","NO",""
"sink_raw","mabarchive__my_monthlytime",4,"month","double precision","NO",""
"sink_raw","mabarchive__my_monthlytime",5,"parentproject","character varying","NO",""
"sink_raw","mabarchive__my_monthlytime",6,"workgroup","character varying","YES",""
"sink_raw","mabarchive__my_monthlytime",7,"hours","double precision","YES",""
"sink_raw","mabarchive__my_profitcentregrade",1,"year","integer","NO",""
"sink_raw","mabarchive__my_profitcentregrade",2,"pcgrade","character varying","NO",""
"sink_raw","mabarchive__my_profitcentregrade",3,"divisiongrade","character varying","NO",""
"sink_raw","mabarchive__my_profitcentregrade",4,"gradecode","character varying","NO",""
"sink_raw","mabarchive__my_profitcentregrade",5,"profitcentre","character varying","NO",""
"sink_raw","mabarchive__my_profitcentregrade",6,"chargerate","money","YES",""
"sink_raw","mabarchive__my_profitcentregrade",7,"directrate","money","YES",""
"sink_raw","mabarchive__my_profitcentregrade",8,"payrate","money","YES",""
"sink_raw","mabarchive__my_profitcentregrade",9,"npr","money","YES",""
"sink_raw","mabarchive__my_profitcentregrade",10,"ohr","money","YES",""
"sink_raw","mabarchive__my_proj_invoice",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_proj_invoice",2,"projectparent","character varying","NO",""
"sink_raw","mabarchive__my_proj_invoice",3,"month","integer","YES",""
"sink_raw","mabarchive__my_proj_invoice",4,"amount","money","YES",""
"sink_raw","mabarchive__my_proj_invoice",5,"costofwork","money","YES",""
"sink_raw","mabarchive__my_proj_invoice",6,"wip","money","YES",""
"sink_raw","mabarchive__my_proj_invoice",7,"profitloss","money","YES",""
"sink_raw","mabarchive__my_proj_invoice",8,"detail","character varying","YES",""
"sink_raw","mabarchive__my_proj_invoice",9,"invoicecounter","integer","NO",""
"sink_raw","mabarchive__my_proj_invoice",10,"type","character varying","YES",""
"sink_raw","mabarchive__my_proj_subcontract",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_proj_subcontract",2,"subcontcounter","integer","NO",""
"sink_raw","mabarchive__my_proj_subcontract",3,"project","character varying","YES",""
"sink_raw","mabarchive__my_proj_subcontract",4,"testjob","character varying","YES",""
"sink_raw","mabarchive__my_proj_subcontract",5,"month","real","YES",""
"sink_raw","mabarchive__my_proj_subcontract",6,"amount","money","YES",""
"sink_raw","mabarchive__my_proj_subcontract",7,"workgroup","character varying","YES",""
"sink_raw","mabarchive__my_proj_subcontract",8,"acctcode","character varying","YES",""
"sink_raw","mabarchive__my_proj_subcontract",9,"supplier","character varying","YES",""
"sink_raw","mabarchive__my_proj_subcontract",10,"description","character varying","YES",""
"sink_raw","mabarchive__my_proj_subcontract",11,"suppliernumber","integer","YES",""
"sink_raw","mabarchive__my_proj_subcontract",12,"dailyrate","money","YES",""
"sink_raw","mabarchive__my_proj_subcontract",13,"animaldays","integer","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_projectmonthfinal",2,"project","character varying","NO",""
"sink_raw","mabarchive__my_projectmonthfinal",3,"monthno","double precision","NO",""
"sink_raw","mabarchive__my_projectmonthfinal",4,"periodname","character varying","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",5,"cumflag","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",6,"costprofile","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",7,"subcontracts","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",8,"animals","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",9,"nonanimals","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",10,"timecosts","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",11,"transfercosts","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",12,"totalcost","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",13,"invoices","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",14,"coiw","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",15,"portsales","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",16,"cumcost","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",17,"cumprofile","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",18,"sumofcostprofile","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",19,"cuminvoices","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",20,"cumcoiw","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",21,"cumportsales","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",22,"mstonedue","integer","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",23,"due__done","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",24,"ontime","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",25,"sumofmstonedue","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",26,"sumofdue__done","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",27,"sumofontime","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",28,"cwdebit","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",29,"cwcredit","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",30,"cumcwdebit","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",31,"cumcwcredit","money","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",32,"totalhours","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",33,"cumtotalhours","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",34,"cumsubcontracts","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",35,"cumtestcosts","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",36,"paycosts","double precision","YES",""
"sink_raw","mabarchive__my_projectmonthfinal",37,"cumpaycosts","double precision","YES",""
"sink_raw","mabarchive__my_radtrack_reports",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_radtrack_reports",2,"project","character varying","NO",""
"sink_raw","mabarchive__my_radtrack_reports",3,"type","character varying","NO",""
"sink_raw","mabarchive__my_radtrack_reports",4,"reminder1","date","YES",""
"sink_raw","mabarchive__my_radtrack_reports",5,"reminder2","date","YES",""
"sink_raw","mabarchive__my_radtrack_reports",6,"replyreceived","date","YES",""
"sink_raw","mabarchive__my_radtrack_reports",7,"senttoprogmanager","date","YES",""
"sink_raw","mabarchive__my_radtrack_reports",8,"senttoprojleader","date","YES",""
"sink_raw","mabarchive__my_radtrack_reports",9,"emailedtocustomer","date","YES",""
"sink_raw","mabarchive__my_radtrack_reports",10,"signedcopytocustomer","date","YES",""
"sink_raw","mabarchive__my_radtrack_reports",11,"repduedate","date","YES",""
"sink_raw","mabarchive__my_radtrack_reports",12,"id","integer","NO","nextval('mabarchive.my_radtrack_reports_id_seq'::regclass)"
"sink_raw","mabarchive__my_radtrack_reports",13,"reportagreeddate","date","YES",""
"sink_raw","mabarchive__my_staff",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_staff",2,"staffid","character varying","NO",""
"sink_raw","mabarchive__my_staff",3,"workgroupgrade","character varying","NO",""
"sink_raw","mabarchive__my_staff",4,"name","character varying","NO",""
"sink_raw","mabarchive__my_staff",5,"title","character varying","YES",""
"sink_raw","mabarchive__my_staff",6,"personstatus","character varying","YES",""
"sink_raw","mabarchive__my_staff",7,"personclass","character varying","YES",""
"sink_raw","mabarchive__my_staff",8,"hrspaid","double precision","YES",""
"sink_raw","mabarchive__my_staff",9,"leave","double precision","YES",""
"sink_raw","mabarchive__my_staff",10,"sickspecial","double precision","YES",""
"sink_raw","mabarchive__my_staff",11,"hrsavail","double precision","YES",""
"sink_raw","mabarchive__my_tbladditionalcosts",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts",2,"jobcode","character varying","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts",3,"account","character varying","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts",4,"description","character varying","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts",5,"itemcost","money","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts",6,"freq","character varying","YES",""
"sink_raw","mabarchive__my_tbladditionalcosts",7,"supplier","character varying","YES",""
"sink_raw","mabarchive__my_tbladditionalcosts",8,"ac_counter","integer","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts_old",1,"Year","smallint","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts_old",2,"JobCode","character varying","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts_old",3,"Account","character varying","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts_old",4,"Description","character varying","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts_old",5,"ItemCost","money","NO",""
"sink_raw","mabarchive__my_tbladditionalcosts_old",6,"Freq","character varying","YES",""
"sink_raw","mabarchive__my_tbladditionalcosts_old",7,"Supplier","character varying","YES",""
"sink_raw","mabarchive__my_tbladditionalcosts_old",8,"AC_Counter","integer","NO","nextval('mabarchive.my_tbladditionalcosts_ac_counter_seq'::regclass)"
"sink_raw","mabarchive__my_tblanimalreq",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tblanimalreq",2,"jobcode","character varying","NO",""
"sink_raw","mabarchive__my_tblanimalreq",3,"animaltype","character varying","NO",""
"sink_raw","mabarchive__my_tblanimalreq",4,"numberofdays","double precision","NO",""
"sink_raw","mabarchive__my_tblanimalreq",5,"numberofanimals","double precision","NO",""
"sink_raw","mabarchive__my_tblanimalreq",6,"ar_counter","integer","NO","nextval('mabarchive.my_tblanimalreq_ar_counter_seq'::regclass)"
"sink_raw","mabarchive__my_tblanimals",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tblanimals",2,"animaltype","character varying","NO",""
"sink_raw","mabarchive__my_tblanimals",3,"species","character varying","YES",""
"sink_raw","mabarchive__my_tblanimals",4,"security_level","character varying","YES",""
"sink_raw","mabarchive__my_tblanimals",5,"dailyrate","money","YES",""
"sink_raw","mabarchive__my_tblanimals",6,"planbyweek","boolean","YES",""
"sink_raw","mabarchive__my_tblanimals",7,"defradailyrate","money","YES",""
"sink_raw","mabarchive__my_tblcontract",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tblcontract",2,"contractno","character varying","NO",""
"sink_raw","mabarchive__my_tblcontract",3,"category","character varying","NO",""
"sink_raw","mabarchive__my_tblcontract",4,"manager","character varying","YES",""
"sink_raw","mabarchive__my_tblcontract",5,"customer","character varying","YES",""
"sink_raw","mabarchive__my_tblcontract",6,"title","character varying","YES",""
"sink_raw","mabarchive__my_tblcontract",7,"registereddate","date","YES",""
"sink_raw","mabarchive__my_tblcontract",8,"startdate","date","YES",""
"sink_raw","mabarchive__my_tblcontract",9,"enddate","date","YES",""
"sink_raw","mabarchive__my_tblcontract",10,"contractdoc","bytea","YES",""
"sink_raw","mabarchive__my_tblcontract",11,"duration","integer","YES",""
"sink_raw","mabarchive__my_tblprofitcentre",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tblprofitcentre",2,"profitcentre","character varying","NO",""
"sink_raw","mabarchive__my_tblprofitcentre",3,"profitcentrename","character varying","NO",""
"sink_raw","mabarchive__my_tblprofitcentre",4,"division","character varying","NO",""
"sink_raw","mabarchive__my_tblprofitcentre",5,"conttarget","money","YES",""
"sink_raw","mabarchive__my_tblprofitcentre",6,"profitcentrehead","character varying","YES",""
"sink_raw","mabarchive__my_tblprofitcentre",7,"divisionid","integer","YES",""
"sink_raw","mabarchive__my_tblstaffjob",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tblstaffjob",2,"staffid","character varying","NO",""
"sink_raw","mabarchive__my_tblstaffjob",3,"jobcode","character varying","NO",""
"sink_raw","mabarchive__my_tblstaffjob",4,"plannedhours","double precision","NO",""
"sink_raw","mabarchive__my_tblstaffjob",5,"systimestamp","bytea","YES",""
"sink_raw","mabarchive__my_testorproduct",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_testorproduct",2,"itemcode","character varying","NO",""
"sink_raw","mabarchive__my_testorproduct",3,"itemdescription","character varying","YES",""
"sink_raw","mabarchive__my_testorproduct",4,"testmanager","character varying","YES",""
"sink_raw","mabarchive__my_testorproduct",5,"jobstatus","character varying","YES",""
"sink_raw","mabarchive__my_testorproduct",6,"unitpricevla","money","YES",""
"sink_raw","mabarchive__my_testorproduct",7,"priceahvg","money","YES",""
"sink_raw","mabarchive__my_testorproduct",8,"owner","character varying","YES",""
"sink_raw","mabarchive__my_testorproduct",9,"chargemethod","character varying","YES",""
"sink_raw","mabarchive__my_testorproduct",10,"shortdescription","character","YES",""
"sink_raw","mabarchive__my_testorproduct",11,"defraunitprice","money","YES",""
"sink_raw","mabarchive__my_timecostcalcs",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_timecostcalcs",2,"workgroup","character varying","NO",""
"sink_raw","mabarchive__my_timecostcalcs",3,"jobcode","character varying","NO",""
"sink_raw","mabarchive__my_timecostcalcs",4,"project","character varying","NO",""
"sink_raw","mabarchive__my_timecostcalcs",5,"month","double precision","NO",""
"sink_raw","mabarchive__my_timecostcalcs",6,"staffid","character varying","NO",""
"sink_raw","mabarchive__my_timecostcalcs",7,"gradecode","character varying","YES",""
"sink_raw","mabarchive__my_timecostcalcs",8,"name","character varying","YES",""
"sink_raw","mabarchive__my_timecostcalcs",9,"chargerate","money","YES",""
"sink_raw","mabarchive__my_timecostcalcs",10,"class","character varying","YES",""
"sink_raw","mabarchive__my_timecostcalcs",11,"time","double precision","YES",""
"sink_raw","mabarchive__my_timecostcalcs",12,"cost","double precision","YES",""
"sink_raw","mabarchive__my_timecostcalcs",13,"division","character varying","YES",""
"sink_raw","mabarchive__my_timecostcalcs",14,"jobcodeold","character varying","YES",""
"sink_raw","mabarchive__my_timecostcalcs",15,"pay","money","YES",""
"sink_raw","mabarchive__my_timecostcalcs",16,"nonpay","money","YES",""
"sink_raw","mabarchive__my_timecostcalcs",17,"overhead","money","YES",""
"sink_raw","mabarchive__my_tlkpprogram",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tlkpprogram",2,"programno","character varying","NO",""
"sink_raw","mabarchive__my_tlkpprogram",3,"programname","character varying","YES",""
"sink_raw","mabarchive__my_tlkpprogram",4,"directorate","character varying","YES",""
"sink_raw","mabarchive__my_tlkpprogram",5,"minim","character varying","YES",""
"sink_raw","mabarchive__my_tlkpprogram",6,"sector_name","character varying","YES",""
"sink_raw","mabarchive__my_tlkpprogram",7,"customer","character varying","YES",""
"sink_raw","mabarchive__my_tlkpprogram",8,"target","money","YES",""
"sink_raw","mabarchive__my_tlkpprogram",9,"manager","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tlkpproject",2,"parentproject","character varying","NO",""
"sink_raw","mabarchive__my_tlkpproject",3,"program","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",4,"customer","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",5,"manager","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",6,"transferincome","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",7,"custincome","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",8,"wip_eoy","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",9,"wip_limit","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",10,"wip_current","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",11,"projectstatus","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",12,"datecreated","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_tlkpproject",13,"feccost","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",14,"profit","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",15,"budget_cvl","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",16,"caseworksub","numeric","YES",""
"sink_raw","mabarchive__my_tlkpproject",17,"pvsincome","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",18,"plancaseworkdebit","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",19,"source","character","YES",""
"sink_raw","mabarchive__my_tlkpproject",20,"disease","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",21,"contract","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",22,"finished","smallint","YES",""
"sink_raw","mabarchive__my_tlkpproject",23,"comments","text","YES",""
"sink_raw","mabarchive__my_tlkpproject",24,"carryover","money","YES",""
"sink_raw","mabarchive__my_tlkpproject",25,"isdefraproject","smallint","YES",""
"sink_raw","mabarchive__my_tlkpproject",26,"costcentre","double precision","YES",""
"sink_raw","mabarchive__my_tlkpproject",27,"oracleprojectcode","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",28,"subaccountcode","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",29,"projectgroup","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject",30,"incomeaccountcode","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tlkpproject_all",2,"parentproject","character varying","NO",""
"sink_raw","mabarchive__my_tlkpproject_all",3,"program","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",4,"customer","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",5,"manager","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",6,"transferincome","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",7,"custincome","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",8,"wip_eoy","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",9,"wip_limit","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",10,"wip_current","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",11,"projectstatus","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",12,"datecreated","date","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",13,"feccost","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",14,"profit","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",15,"budget_cvl","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",16,"caseworksub","numeric","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",17,"pvsincome","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",18,"plancaseworkdebit","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",19,"source","character","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",20,"disease","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",21,"contract","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",22,"finished","smallint","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",23,"comments","text","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",24,"carryover","money","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",25,"isdefraproject","smallint","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",26,"costcentre","double precision","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",27,"oracleprojectcode","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",28,"subaccountcode","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",29,"projectgroup","character varying","YES",""
"sink_raw","mabarchive__my_tlkpproject_all",30,"incomeaccountcode","character varying","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",2,"project","character varying","NO",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",3,"bfbudget","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",4,"pybudget","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",5,"seedcorn","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",6,"manhours","double precision","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",7,"mandays","double precision","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",8,"manyears","double precision","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",9,"paycosts","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",10,"nonpayohcosts","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",11,"testcosts","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",12,"animalcosts","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",13,"nonanimalcosts","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",14,"manhourschanged","smallint","YES","0"
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",15,"paycostschanged","smallint","YES","0"
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",16,"nonpayohcostschanged","smallint","YES","0"
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",17,"testcostschanged","smallint","YES","0"
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",18,"animalcostschanged","smallint","YES","0"
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",19,"nonanimalcostschanged","smallint","YES","0"
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",20,"adjustment","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",21,"adjustmentcomment","character varying","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",22,"locked","smallint","YES","0"
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",23,"datecosted","timestamp without time zone","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",24,"costedby","character varying","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",25,"actualexpenditure","money","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",26,"actualmanyears","double precision","YES",""
"sink_raw","mabarchive__my_tlkpprojectradtrackdata",27,"vla_budget","money","YES",""
"sink_raw","mabarchive__my_tlkptestreqmt",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_tlkptestreqmt",2,"testcode","character varying","NO",""
"sink_raw","mabarchive__my_tlkptestreqmt",3,"buyer","character varying","NO",""
"sink_raw","mabarchive__my_tlkptestreqmt",4,"unitprice","money","YES",""
"sink_raw","mabarchive__my_tlkptestreqmt",5,"norequired","double precision","YES",""
"sink_raw","mabarchive__my_tlkptestreqmt",6,"projectbuyercode","character varying","YES",""
"sink_raw","mabarchive__my_tlkptestreqmt",7,"testbuyercode","character varying","YES",""
"sink_raw","mabarchive__my_tlkptestreqmt",8,"source","character","YES",""
"sink_raw","mabarchive__my_workgroup",1,"year","smallint","NO",""
"sink_raw","mabarchive__my_workgroup",2,"workgroup","character varying","NO",""
"sink_raw","mabarchive__my_workgroup",3,"profitcentre","character varying","NO",""
"sink_raw","mabarchive__my_workgroup",4,"costcentre","double precision","YES",""
"sink_raw","mabarchive__my_workgroup",5,"owner","character varying","YES",""
"sink_raw","mabarchive__my_workgroup",6,"description","character varying","YES",""
"sink_raw","mabarchive__my_workgroup",7,"centraloverhead","money","YES",""
"sink_raw","mabarchive__my_workgroup",8,"sendemail","smallint","YES",""
"sink_raw","mabarchive__my_workgroup",9,"cos90","smallint","YES",""
"sink_raw","mabarchive__my_workgroup",10,"costcentreold","double precision","YES",""
"sink_raw","mabarchive__my_workgroup",11,"email_recipient","character varying","YES",""
"sink_raw","mabarchive__my_workgroupgrade",1,"year","integer","NO",""
"sink_raw","mabarchive__my_workgroupgrade",2,"wggrade","character varying","NO",""
"sink_raw","mabarchive__my_workgroupgrade",3,"profitcentregrade","character varying","NO",""
"sink_raw","mabarchive__my_workgroupgrade",4,"gradecode","character varying","NO",""
"sink_raw","mabarchive__my_workgroupgrade",5,"workgroup","character varying","NO",""
"sink_raw","mabarchive__tbl_settings",1,"id","character varying","NO",""
"sink_raw","mabarchive__tbl_settings",2,"setting","character varying","YES",""
"sink_raw","mabarchive__tbl_settings",3,"notes","character varying","YES",""
"sink_raw","mabarchive__tbl_settings",4,"testsetting","character varying","YES",""
"sink_raw","mabarchive__tbl_settings",5,"userupdateable","boolean","YES","false"
"sink_raw","mabarchive__tblaccesslevels",1,"systemid","integer","NO",""
"sink_raw","mabarchive__tblaccesslevels",2,"accesslevelid","integer","NO",""
"sink_raw","mabarchive__tblaccesslevels",3,"accesslevel","character varying","YES",""
"sink_raw","mabarchive__tblaccessprograms",1,"systemid","integer","NO",""
"sink_raw","mabarchive__tblaccessprograms",2,"ntlogin","character varying","NO",""
"sink_raw","mabarchive__tblaccessprograms",3,"program","character varying","NO",""
"sink_raw","mabarchive__tblaccesssystems",1,"systemid","integer","NO",""
"sink_raw","mabarchive__tblaccesssystems",2,"systemname","character varying","NO",""
"sink_raw","mabarchive__tblaccessusers",1,"systemid","integer","NO",""
"sink_raw","mabarchive__tblaccessusers",2,"ntlogin","character varying","NO",""
"sink_raw","mabarchive__tblaccessusers",3,"username","character varying","YES",""
"sink_raw","mabarchive__tblaccessusers",4,"dt2login","character varying","YES",""
"sink_raw","mabarchive__tblaccessusers",5,"useremail","character varying","YES",""
