table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
"fps","additionalcosts_log",1,"sequenceno","integer","NO","nextval('fps.additionalcosts_log_sequenceno_seq'::regclass)"
"fps","additionalcosts_log",2,"jobcode","character varying","NO",""
"fps","additionalcosts_log",3,"account","character varying","NO",""
"fps","additionalcosts_log",4,"description","character varying","NO",""
"fps","additionalcosts_log",5,"itemcost","money","NO",""
"fps","additionalcosts_log",6,"freq","character varying","YES",""
"fps","additionalcosts_log",7,"supplier","character varying","YES",""
"fps","additionalcosts_log",8,"date_time","timestamp without time zone","YES",""
"fps","additionalcosts_log",9,"user_id","character varying","YES",""
"fps","additionalcosts_log",10,"insert_delete","character","YES",""
"fps","additionalcosts_log",11,"fpsyear","integer","NO",""
"fps","animalreq_log",1,"sequenceno","integer","NO","nextval('fps.animalreq_log_sequenceno_seq'::regclass)"
"fps","animalreq_log",2,"jobcode","character varying","NO",""
"fps","animalreq_log",3,"animaltype","character varying","NO",""
"fps","animalreq_log",4,"numberofdays","double precision","NO",""
"fps","animalreq_log",5,"numberofanimals","double precision","NO",""
"fps","animalreq_log",6,"date_time","timestamp without time zone","YES",""
"fps","animalreq_log",7,"user_id","character varying","YES",""
"fps","animalreq_log",8,"insert_delete","character","YES",""
"fps","animalreq_log",9,"fpsyear","integer","NO",""
"fps","costcentre",1,"costcentre","double precision","NO",""
"fps","costcentre",2,"profitcentre","USER-DEFINED","NO",""
"fps","costcentre",3,"fpsyear","integer","NO",""
"fps","divisiongrade",1,"divisiongrade","USER-DEFINED","NO",""
"fps","divisiongrade",2,"gradecode","USER-DEFINED","NO",""
"fps","divisiongrade",3,"division","USER-DEFINED","NO",""
"fps","divisiongrade",4,"chargerate","money","YES","0"
"fps","divisiongrade",5,"directrate","money","YES","0"
"fps","divisiongrade",6,"payrate","money","YES","0"
"fps","divisiongrade",7,"npr","money","YES","0"
"fps","divisiongrade",8,"ohr","money","YES","0"
"fps","divisiongrade",9,"fpsyear","integer","NO",""
"fps","fpsyeartotals",1,"parentproject","character varying","NO",""
"fps","fpsyeartotals",2,"program","character varying","NO",""
"fps","fpsyeartotals",3,"totaladditionalcosts","money","YES",""
"fps","fpsyeartotals",4,"totalanimalcosts","double precision","YES",""
"fps","fpsyeartotals",5,"totalstaffcosts","double precision","YES",""
"fps","fpsyeartotals",6,"totaltestcosts","double precision","YES",""
"fps","fpsyeartotals",7,"totalcosts","double precision","YES",""
"fps","fpsyeartotals",8,"custincome","money","NO",""
"fps","fpsyeartotals",9,"transferincome","money","NO",""
"fps","fpsyeartotals",10,"totalincome","money","NO",""
"fps","fpsyeartotals",11,"budget_cvl","money","YES",""
"fps","fpsyeartotals",12,"requiredprofit","money","YES",""
"fps","fpsyeartotals",13,"manager","character varying","YES",""
"fps","fpsyeartotals",14,"customer","character varying","YES",""
"fps","fpsyeartotals",15,"projectstatus","character varying","YES",""
"fps","fpsyeartotals",16,"pvsincome","money","YES",""
"fps","fpsyeartotals",17,"plancaseworkdebit","money","YES",""
"fps","fpsyeartotals",18,"totalpaycosts","double precision","YES",""
"fps","fpsyeartotals",19,"fpsyear","integer","NO",""
"fps","grade",1,"gradecode","USER-DEFINED","NO",""
"fps","grade",2,"desc_long","character varying","YES",""
"fps","grade",3,"avsalary","money","YES","0"
"fps","grade",4,"pactcode","character varying","YES",""
"fps","grade",5,"avleavehrs","double precision","YES","0"
"fps","grade",6,"avsickhrs","double precision","YES","0"
"fps","grade",7,"fpsyear","integer","NO",""
"fps","milestone",1,"project","USER-DEFINED","NO",""
"fps","milestone",2,"milestoneref","character varying","NO",""
"fps","milestone",3,"objectiveref","character varying","NO",""
"fps","milestone",4,"milsetonetitle","character varying","YES",""
"fps","milestone",5,"plandate","date","YES",""
"fps","milestone",6,"actualdate","date","YES",""
"fps","milestone",7,"comment","text","YES",""
"fps","milestone",8,"monthnofin","double precision","YES",""
"fps","milestone",9,"year","character varying","YES",""
"fps","milestone",10,"fpsyear","integer","NO",""
"fps","mo_log",1,"sequenceno","integer","NO",""
"fps","mo_log",2,"testcode","character varying","YES",""
"fps","mo_log",3,"buyer","character varying","YES",""
"fps","mo_log",4,"month","double precision","YES",""
"fps","mo_log",5,"workgroup","character varying","YES",""
"fps","mo_log",6,"volume","double precision","YES",""
"fps","mo_log",7,"wgbuyer","character varying","YES",""
"fps","mo_log",8,"date_time","timestamp without time zone","YES",""
"fps","mo_log",9,"user_id","character varying","YES",""
"fps","mo_log",10,"insert_delete","character","YES",""
"fps","mo_log",11,"fpsyear","integer","NO",""
"fps","monthlyoutput",1,"testcode","USER-DEFINED","NO",""
"fps","monthlyoutput",2,"buyer","USER-DEFINED","NO",""
"fps","monthlyoutput",3,"month","double precision","NO",""
"fps","monthlyoutput",4,"workgroup","USER-DEFINED","NO",""
"fps","monthlyoutput",5,"volume","double precision","YES",""
"fps","monthlyoutput",6,"wgbuyer","character varying","YES",""
"fps","monthlyoutput",7,"fpsyear","integer","NO",""
"fps","monthlytime",1,"pactstaffid","USER-DEFINED","NO",""
"fps","monthlytime",2,"timecode","USER-DEFINED","NO",""
"fps","monthlytime",3,"month","double precision","NO",""
"fps","monthlytime",4,"parentproject","USER-DEFINED","NO",""
"fps","monthlytime",5,"workgroup","USER-DEFINED","YES",""
"fps","monthlytime",6,"hours","double precision","YES",""
"fps","monthlytime",7,"fpsyear","integer","NO",""
"fps","mt_log",1,"sequenceno","integer","NO","nextval('fps.mt_log_sequenceno_seq'::regclass)"
"fps","mt_log",2,"pactstaffid","character varying","NO",""
"fps","mt_log",3,"timecode","character varying","NO",""
"fps","mt_log",4,"month","double precision","NO",""
"fps","mt_log",5,"parentproject","character varying","NO",""
"fps","mt_log",6,"workgroup","character varying","YES",""
"fps","mt_log",7,"hours","double precision","YES",""
"fps","mt_log",8,"date_time","timestamp without time zone","YES",""
"fps","mt_log",9,"user_id","character varying","YES",""
"fps","mt_log",10,"insert_delete","character","YES",""
"fps","mt_log",11,"fpsyear","integer","NO",""
"fps","period_monthlyoutput",1,"id","integer","NO","nextval('fps.period_monthlyoutput_id_seq'::regclass)"
"fps","period_monthlyoutput",2,"period","integer","NO",""
"fps","period_monthlyoutput",3,"project","character varying","NO",""
"fps","period_monthlyoutput",4,"oracleprojectcode","character varying","YES",""
"fps","period_monthlyoutput",5,"subaccountcode","character varying","YES",""
"fps","period_monthlyoutput",6,"isdefraproject","character varying","NO",""
"fps","period_monthlyoutput",7,"opc","character varying","YES",""
"fps","period_monthlyoutput",8,"occ","double precision","YES",""
"fps","period_monthlyoutput",9,"month","double precision","NO",""
"fps","period_monthlyoutput",10,"spc","character varying","NO",""
"fps","period_monthlyoutput",11,"workgroup","character varying","NO",""
"fps","period_monthlyoutput",12,"scc","double precision","YES",""
"fps","period_monthlyoutput",13,"testcode","character varying","NO",""
"fps","period_monthlyoutput",14,"volume","double precision","YES",""
"fps","period_monthlyoutput",15,"testprice","money","YES",""
"fps","period_monthlyoutput",16,"totalcost","money","YES",""
"fps","period_proj_subcontract",1,"period","smallint","NO",""
"fps","period_proj_subcontract",2,"subcontcounter","integer","NO",""
"fps","period_proj_subcontract",3,"project","character varying","YES",""
"fps","period_proj_subcontract",4,"oracleprojectcode","character varying","YES",""
"fps","period_proj_subcontract",5,"subaccountcode","character varying","YES",""
"fps","period_proj_subcontract",6,"isdefraproject","character varying","NO",""
"fps","period_proj_subcontract",7,"opc","character varying","YES",""
"fps","period_proj_subcontract",8,"occ","double precision","YES",""
"fps","period_proj_subcontract",9,"month","double precision","YES",""
"fps","period_proj_subcontract",10,"amount","money","YES",""
"fps","period_proj_subcontract",11,"acctcode","character varying","YES",""
"fps","period_timecostcalcs",1,"id","integer","NO","nextval('fps.period_timecostcalcs_id_seq'::regclass)"
"fps","period_timecostcalcs",2,"period","integer","NO",""
"fps","period_timecostcalcs",3,"project","character varying","NO",""
"fps","period_timecostcalcs",4,"oracleprojectcode","character varying","YES",""
"fps","period_timecostcalcs",5,"subaccountcode","character varying","YES",""
"fps","period_timecostcalcs",6,"month","double precision","NO",""
"fps","period_timecostcalcs",7,"defraproject","character varying","NO",""
"fps","period_timecostcalcs",8,"occ","double precision","YES",""
"fps","period_timecostcalcs",9,"opc","character varying","YES",""
"fps","period_timecostcalcs",10,"spc","character varying","NO",""
"fps","period_timecostcalcs",11,"scc","double precision","YES",""
"fps","period_timecostcalcs",12,"name","character varying","YES",""
"fps","period_timecostcalcs",13,"gradecode","character varying","YES",""
"fps","period_timecostcalcs",14,"spnumber","character varying","NO",""
"fps","period_timecostcalcs",15,"chargerate","money","YES",""
"fps","period_timecostcalcs",16,"pay","money","YES",""
"fps","period_timecostcalcs",17,"nonpay","money","YES",""
"fps","period_timecostcalcs",18,"overhead","money","YES",""
"fps","period_timecostcalcs",19,"time","double precision","YES",""
"fps","period_timecostcalcs",20,"totalcost","money","YES",""
"fps","plancatwggrade",1,"plancategory","USER-DEFINED","NO",""
"fps","plancatwggrade",2,"wggrade","USER-DEFINED","NO",""
"fps","plancatwggrade",3,"hours","integer","YES","0"
"fps","plancatwggrade",4,"createdby","character varying","YES",""
"fps","plancatwggrade",5,"selleragrees","character varying","YES",""
"fps","plancatwggrade",6,"buyeragrees","character varying","YES",""
"fps","plancatwggrade",7,"fpsyear","integer","NO",""
"fps","profitcentregrade",1,"pcgrade","USER-DEFINED","NO",""
"fps","profitcentregrade",2,"divisiongrade","USER-DEFINED","NO",""
"fps","profitcentregrade",3,"gradecode","USER-DEFINED","NO",""
"fps","profitcentregrade",4,"profitcentre","USER-DEFINED","NO",""
"fps","profitcentregrade",5,"chargerate","money","YES",""
"fps","profitcentregrade",6,"directrate","money","YES","0"
"fps","profitcentregrade",7,"payrate","money","YES","0"
"fps","profitcentregrade",8,"npr","money","YES","0"
"fps","profitcentregrade",9,"ohr","money","YES","0"
"fps","profitcentregrade",10,"hrsavailable","double precision","YES","0"
"fps","profitcentregrade",11,"oldchargerate","money","YES","0"
"fps","profitcentregrade",12,"defrachargerate","money","YES",""
"fps","profitcentregrade",13,"fpsyear","integer","NO",""
"fps","profitcentregrade_nondefra",1,"pcgrade","character varying","NO",""
"fps","profitcentregrade_nondefra",2,"divisiongrade","USER-DEFINED","NO",""
"fps","profitcentregrade_nondefra",3,"gradecode","USER-DEFINED","NO",""
"fps","profitcentregrade_nondefra",4,"profitcentre","USER-DEFINED","NO",""
"fps","profitcentregrade_nondefra",5,"chargerate","money","YES","0"
"fps","profitcentregrade_nondefra",6,"directrate","money","YES","0"
"fps","profitcentregrade_nondefra",7,"payrate","money","YES","0"
"fps","profitcentregrade_nondefra",8,"npr","money","YES","0"
"fps","profitcentregrade_nondefra",9,"ohr","money","YES","0"
"fps","profitcentregrade_nondefra",10,"hrsavailable","double precision","YES","0"
"fps","profitcentregrade_nondefra",11,"oldchargerate","money","YES","0"
"fps","profitcentregrade_nondefra",12,"fpsyear","integer","NO",""
"fps","proj_invoice",1,"projectparent","USER-DEFINED","NO",""
"fps","proj_invoice",2,"month","integer","YES",""
"fps","proj_invoice",3,"amount","money","YES",""
"fps","proj_invoice",4,"costofwork","money","YES",""
"fps","proj_invoice",5,"wip","money","YES",""
"fps","proj_invoice",6,"profitloss","money","YES",""
"fps","proj_invoice",7,"detail","character varying","YES",""
"fps","proj_invoice",8,"invoicecounter","integer","NO",""
"fps","proj_invoice",9,"x","character varying","YES",""
"fps","proj_invoice",10,"type","character varying","YES",""
"fps","proj_invoice",11,"fpsyear","integer","NO",""
"fps","proj_subcontract",1,"subcontcounter","integer","NO","nextval('fps.proj_subcontract_subcontcounter_seq'::regclass)"
"fps","proj_subcontract",2,"project","USER-DEFINED","YES",""
"fps","proj_subcontract",3,"testjob","character varying","YES",""
"fps","proj_subcontract",4,"month","double precision","YES",""
"fps","proj_subcontract",5,"amount","money","YES",""
"fps","proj_subcontract",6,"workgroup","character varying","YES",""
"fps","proj_subcontract",7,"acctcode","character varying","YES",""
"fps","proj_subcontract",8,"supplier","character varying","YES",""
"fps","proj_subcontract",9,"description","character varying","YES",""
"fps","proj_subcontract",10,"suppliernumber","integer","YES",""
"fps","proj_subcontract",11,"dailyrate","money","YES",""
"fps","proj_subcontract",12,"animaldays","integer","YES",""
"fps","proj_subcontract",13,"fpsyear","integer","NO",""
"fps","project_log",1,"sequenceno","integer","NO","nextval('fps.project_log_sequenceno_seq'::regclass)"
"fps","project_log",2,"parentproject","character varying","NO",""
"fps","project_log",3,"projecttitle","character varying","NO",""
"fps","project_log",4,"program","character varying","NO",""
"fps","project_log",5,"customer","character varying","NO",""
"fps","project_log",6,"manager","character varying","YES",""
"fps","project_log",7,"transferincome","money","NO",""
"fps","project_log",8,"custincome","money","NO",""
"fps","project_log",9,"wip_eoy","money","YES",""
"fps","project_log",10,"wip_limit","money","YES",""
"fps","project_log",11,"wip_current","money","YES",""
"fps","project_log",12,"projectstatus","character varying","NO",""
"fps","project_log",13,"costbookno","character varying","YES",""
"fps","project_log",14,"datecreated","timestamp without time zone","YES",""
"fps","project_log",15,"feccost","money","YES",""
"fps","project_log",16,"profit","money","YES",""
"fps","project_log",17,"budget_cvl","money","YES",""
"fps","project_log",18,"datecosted","timestamp without time zone","YES",""
"fps","project_log",19,"disease","character varying","NO",""
"fps","project_log",20,"contract","character varying","NO",""
"fps","project_log",21,"projectparent","character varying","YES",""
"fps","project_log",22,"shorttitle","character varying","YES",""
"fps","project_log",23,"caseworksub","numeric","YES",""
"fps","project_log",24,"pvsincome","money","YES",""
"fps","project_log",25,"plancaseworkdebit","money","YES",""
"fps","project_log",26,"finished","smallint","YES",""
"fps","project_log",27,"owningrc","character varying","YES",""
"fps","project_log",28,"comments","text","YES",""
"fps","project_log",29,"carryover","money","YES",""
"fps","project_log",30,"carryoverseed","money","YES",""
"fps","project_log",31,"date_time","timestamp without time zone","YES",""
"fps","project_log",32,"user_id","character varying","YES",""
"fps","project_log",33,"insert_delete","character","YES",""
"fps","project_log",34,"jobcode","character varying","NO",""
"fps","project_log",35,"isdefraproject","smallint","YES",""
"fps","project_log",36,"costcentre","double precision","YES",""
"fps","project_log",37,"oracleprojectcode","character varying","YES",""
"fps","project_log",38,"subaccountcode","character varying","YES",""
"fps","project_log",39,"projectgroup","character varying","YES",""
"fps","project_log",40,"incomeaccountcode","character varying","YES",""
"fps","project_log",41,"fpsyear","integer","NO",""
"fps","projectmonth",1,"project","character varying","NO",""
"fps","projectmonth",2,"monthno","integer","NO",""
"fps","projectmonth",3,"costprofile","money","YES",""
"fps","projectmonth",4,"fpsyear","integer","NO",""
"fps","projectmonth2",1,"project","character varying","NO",""
"fps","projectmonth2",2,"monthno","double precision","NO",""
"fps","projectmonth2",3,"costprofile","money","YES",""
"fps","projectmonth2",4,"subcontracts","money","YES",""
"fps","projectmonth2",5,"animals","money","YES",""
"fps","projectmonth2",6,"nonanimal","money","YES",""
"fps","projectmonth2",7,"timecosts","double precision","YES",""
"fps","projectmonth2",8,"transfercosts","double precision","YES",""
"fps","projectmonth2",9,"totalcost","money","YES",""
"fps","projectmonth2",10,"invoices","money","YES",""
"fps","projectmonth2",11,"coiw","money","YES",""
"fps","projectmonth2",12,"sumofcostprofile","money","YES",""
"fps","projectmonth2",13,"portsales","double precision","YES",""
"fps","projectmonth2",14,"mstonedue","integer","YES",""
"fps","projectmonth2",15,"due__done","double precision","YES",""
"fps","projectmonth2",16,"ontime","double precision","YES",""
"fps","projectmonth2",17,"totalhours","double precision","YES",""
"fps","projectmonth2",18,"paycosts","double precision","YES",""
"fps","projectmonth2",19,"fpsyear","integer","NO",""
"fps","projectmonth3",1,"endperiod","double precision","NO",""
"fps","projectmonth3",2,"periodname","character varying","YES",""
"fps","projectmonth3",3,"project","character varying","NO",""
"fps","projectmonth3",4,"cumcost","money","YES",""
"fps","projectmonth3",5,"cuminvoices","money","YES",""
"fps","projectmonth3",6,"cumcoiw","money","YES",""
"fps","projectmonth3",7,"cumportsales","double precision","YES",""
"fps","projectmonth3",8,"cumprofile","money","YES",""
"fps","projectmonth3",9,"sumofcostprofile","money","YES",""
"fps","projectmonth3",10,"sumofmstonedue","double precision","YES",""
"fps","projectmonth3",11,"sumofdue__done","double precision","YES",""
"fps","projectmonth3",12,"sumofontime","double precision","YES",""
"fps","projectmonth3",13,"cumcwdebit","money","YES",""
"fps","projectmonth3",14,"cumcwcredit","money","YES",""
"fps","projectmonth3",15,"cumtotalhours","double precision","YES",""
"fps","projectmonth3",16,"cumsubcontracts","double precision","YES",""
"fps","projectmonth3",17,"cumtestcosts","double precision","YES",""
"fps","projectmonth3",18,"cumpaycosts","double precision","YES",""
"fps","projectmonth3",19,"fpsyear","integer","NO",""
"fps","projectmonthcasework",1,"project","character varying","NO",""
"fps","projectmonthcasework",2,"monthno","integer","NO",""
"fps","projectmonthcasework",3,"cwdebit","double precision","YES",""
"fps","projectmonthcasework",4,"cwcredit","double precision","YES",""
"fps","projectmonthfinal",1,"project","character varying","NO",""
"fps","projectmonthfinal",2,"monthno","double precision","NO",""
"fps","projectmonthfinal",3,"periodname","character varying","YES",""
"fps","projectmonthfinal",4,"cumflag","double precision","YES",""
"fps","projectmonthfinal",5,"costprofile","money","YES",""
"fps","projectmonthfinal",6,"subcontracts","money","YES",""
"fps","projectmonthfinal",7,"animals","money","YES",""
"fps","projectmonthfinal",8,"nonanimals","money","YES",""
"fps","projectmonthfinal",9,"timecosts","money","YES",""
"fps","projectmonthfinal",10,"transfercosts","money","YES",""
"fps","projectmonthfinal",11,"totalcost","money","YES",""
"fps","projectmonthfinal",12,"invoices","money","YES",""
"fps","projectmonthfinal",13,"coiw","money","YES",""
"fps","projectmonthfinal",14,"portsales","money","YES",""
"fps","projectmonthfinal",15,"cumcost","money","YES",""
"fps","projectmonthfinal",16,"cumprofile","money","YES",""
"fps","projectmonthfinal",17,"sumofcostprofile","money","YES",""
"fps","projectmonthfinal",18,"cuminvoices","money","YES",""
"fps","projectmonthfinal",19,"cumcoiw","money","YES",""
"fps","projectmonthfinal",20,"cumportsales","money","YES",""
"fps","projectmonthfinal",21,"mstonedue","integer","YES",""
"fps","projectmonthfinal",22,"due__done","double precision","YES",""
"fps","projectmonthfinal",23,"ontime","double precision","YES",""
"fps","projectmonthfinal",24,"sumofmstonedue","double precision","YES",""
"fps","projectmonthfinal",25,"sumofdue__done","double precision","YES",""
"fps","projectmonthfinal",26,"sumofontime","double precision","YES",""
"fps","projectmonthfinal",27,"cwdebit","money","YES",""
"fps","projectmonthfinal",28,"cwcredit","money","YES",""
"fps","projectmonthfinal",29,"cumcwdebit","money","YES",""
"fps","projectmonthfinal",30,"cumcwcredit","money","YES",""
"fps","projectmonthfinal",31,"totalhours","double precision","YES",""
"fps","projectmonthfinal",32,"cumtotalhours","double precision","YES",""
"fps","projectmonthfinal",33,"cumsubcontracts","double precision","YES",""
"fps","projectmonthfinal",34,"x","integer","YES",""
"fps","projectmonthfinal",35,"cumtestcosts","double precision","YES",""
"fps","projectmonthfinal",36,"paycosts","double precision","YES",""
"fps","projectmonthfinal",37,"cumpaycosts","double precision","YES",""
"fps","projectmonthfinal",38,"fpsyear","integer","NO",""
"fps","recreatesummaries_log",1,"id","integer","NO","nextval('fps.recreatesummaries_log_id_seq'::regclass)"
"fps","recreatesummaries_log",2,"userid","character varying","YES",""
"fps","recreatesummaries_log",3,"period","smallint","YES",""
"fps","recreatesummaries_log",4,"datedone","timestamp without time zone","YES",""
"fps","recreatesummaries_log",5,"fpsyear","integer","NO",""
"fps","resourcecentremonth",1,"resourcecentre","character varying","NO",""
"fps","resourcecentremonth",2,"monthno","integer","NO",""
"fps","resourcecentremonth",3,"payspent","money","YES",""
"fps","resourcecentremonth",4,"nonpayspent","money","YES",""
"fps","resourcecentremonth",5,"paybudget","money","YES",""
"fps","resourcecentremonth",6,"nonpaybudget","money","YES",""
"fps","resourcecentremonth",7,"spare1","money","YES",""
"fps","resourcecentremonth",8,"spare2","money","YES",""
"fps","resourcecentremonth",9,"spare3","money","YES",""
"fps","resourcecentremonth",10,"spare4","money","YES",""
"fps","resourcecentremonth",11,"spare5","money","YES",""
"fps","resourcecentremonth",12,"spare6","money","YES",""
"fps","staffjob_log",1,"sequenceno","integer","NO","nextval('fps.staffjob_log_sequenceno_seq'::regclass)"
"fps","staffjob_log",2,"staffid","character varying","NO",""
"fps","staffjob_log",3,"jobcode","character varying","NO",""
"fps","staffjob_log",4,"plannedhours","double precision","NO",""
"fps","staffjob_log",5,"date_time","timestamp without time zone","YES",""
"fps","staffjob_log",6,"user_id","character varying","YES",""
"fps","staffjob_log",7,"insert_delete","character","YES",""
"fps","staffjob_log",8,"fpsyear","integer","NO",""
"fps","tbladditionalcosts",1,"jobcode","USER-DEFINED","NO",""
"fps","tbladditionalcosts",2,"account","USER-DEFINED","NO",""
"fps","tbladditionalcosts",3,"description","character varying","NO",""
"fps","tbladditionalcosts",4,"itemcost","money","NO","0"
"fps","tbladditionalcosts",5,"freq","character varying","YES",""
"fps","tbladditionalcosts",6,"supplier","character varying","YES",""
"fps","tbladditionalcosts",7,"fpsyear","integer","NO",""
"fps","tbladminusers",1,"mnumber","character varying","NO",""
"fps","tbladminusers",2,"name","character varying","NO",""
"fps","tbladminusers",3,"seedeptincome","boolean","NO","false"
"fps","tbladminusers",4,"seedbwindow","boolean","NO","false"
"fps","tbladminusers",5,"dt2number","character varying","YES",""
"fps","tbladminusers",6,"fpsyear","integer","NO",""
"fps","tblanimalreq",1,"jobcode","USER-DEFINED","NO",""
"fps","tblanimalreq",2,"animaltype","USER-DEFINED","NO",""
"fps","tblanimalreq",3,"numberofdays","double precision","NO","0"
"fps","tblanimalreq",4,"numberofanimals","double precision","NO","0"
"fps","tblanimalreq",5,"indcounter","integer","NO","nextval('fps.tblanimalreq_indcounter_seq'::regclass)"
"fps","tblanimalreq",6,"fpsyear","integer","NO",""
"fps","tblanimals",1,"animaltype","USER-DEFINED","NO",""
"fps","tblanimals",2,"species","character varying","YES",""
"fps","tblanimals",3,"security_level","character varying","YES",""
"fps","tblanimals",4,"dailyrate","money","YES",""
"fps","tblanimals",5,"planbyweek","boolean","NO","false"
"fps","tblanimals",6,"defradailyrate","money","YES",""
"fps","tblanimals",7,"fpsyear","integer","NO",""
"fps","tblbid",1,"workgroup","USER-DEFINED","NO",""
"fps","tblbid",2,"account","USER-DEFINED","NO",""
"fps","tblbid",3,"genbid","money","NO","0"
"fps","tblbid",4,"fpsyear","integer","NO",""
"fps","tblcategory",1,"category","USER-DEFINED","NO",""
"fps","tblcbsummary",1,"cbproject","character varying","NO",""
"fps","tblcbsummary",2,"financialyear","smallint","NO",""
"fps","tblcbsummary",3,"cbprojecttitle","character varying","YES",""
"fps","tblcbsummary",4,"startdate","date","NO",""
"fps","tblcbsummary",5,"animalcost","money","YES",""
"fps","tblcbsummary",6,"testcost","money","YES",""
"fps","tblcbsummary",7,"staffcost","money","YES",""
"fps","tblcbsummary",8,"linecost","money","YES",""
"fps","tblcontract",1,"contractno","USER-DEFINED","NO",""
"fps","tblcontract",2,"category","USER-DEFINED","NO",""
"fps","tblcontract",3,"manager","character varying","YES",""
"fps","tblcontract",4,"customer","USER-DEFINED","YES",""
"fps","tblcontract",5,"title","character varying","YES",""
"fps","tblcontract",6,"registereddate","date","YES",""
"fps","tblcontract",7,"startdate","date","YES",""
"fps","tblcontract",8,"enddate","date","YES",""
"fps","tblcontract",9,"contractdoc","bytea","YES",""
"fps","tblcontract",10,"duration","integer","YES",""
"fps","tblcontract",11,"fpsyear","integer","NO",""
"fps","tblcurrentmonth",1,"currentmonth","integer","YES",""
"fps","tbldb_variables",1,"db_var_name","character varying","NO",""
"fps","tbldb_variables",2,"db_var_value","character varying","YES",""
"fps","tbldisease",1,"disease","USER-DEFINED","NO",""
"fps","tblemployee",1,"spnumber","USER-DEFINED","NO",""
"fps","tblemployee",2,"firstname","character varying","YES",""
"fps","tblemployee",3,"lastname","character varying","YES",""
"fps","tblemployee",4,"title","character varying","YES",""
"fps","tblemployee",5,"fpsyear","integer","NO",""
"fps","tblkpaccountcategory",1,"accshortname","USER-DEFINED","NO",""
"fps","tblkpaccountcategory",2,"accountdescription","character varying","YES",""
"fps","tblkpaccountcategory",3,"constituentaccountcodes","character varying","YES",""
"fps","tblkpaccountcategory",4,"accounttype","USER-DEFINED","NO",""
"fps","tblkpaccountcategory",5,"projectspecific","integer","YES",""
"fps","tblkpaccountcategory",6,"rcspecific","integer","YES",""
"fps","tblkpaccountcategory",7,"csg7_group","character","YES",""
"fps","tblkpaccountcategory",8,"fpsyear","integer","NO",""
"fps","tblkpmonth",1,"monthnumber","smallint","YES",""
"fps","tblkpmonth",2,"monthname","character varying","YES",""
"fps","tblkpplanningcategory",1,"planningcategory","USER-DEFINED","NO",""
"fps","tblkpplanningcategory",2,"plancategorydesc","character varying","YES",""
"fps","tblkpplanningcategory",3,"customergroup","character varying","YES",""
"fps","tblkpplanningcategory",4,"corporate","character varying","YES",""
"fps","tblkpplanningcategory",5,"divisional","character varying","YES",""
"fps","tblkpprofitcentre",1,"profitcentre","USER-DEFINED","NO",""
"fps","tblkpprofitcentre",2,"profitcentrename","character varying","NO",""
"fps","tblkpprofitcentre",3,"division","USER-DEFINED","NO","0"
"fps","tblkpprofitcentre",4,"conttarget","money","YES","0"
"fps","tblkpprofitcentre",5,"profitcentrehead","character varying","YES",""
"fps","tblkpprofitcentre",6,"divisionid","integer","YES","0"
"fps","tblkpprofitcentre",7,"email_recipient","character varying","YES",""
"fps","tblkpprofitcentre",8,"timesheetlayout","smallint","YES",""
"fps","tblkpprofitcentre",9,"timesheet","integer","YES",""
"fps","tblkpprofitcentre",10,"outputsheet","integer","YES",""
"fps","tblkpprofitcentre",11,"pactcoordinatoremailname","character varying","YES",""
"fps","tblkpprofitcentre",12,"highlevelsummary","bytea","YES",""
"fps","tblmtconversion",1,"oldproject","character varying","NO",""
"fps","tblmtconversion",2,"oldcode","character varying","NO",""
"fps","tblmtconversion",3,"newproject","character varying","NO",""
"fps","tblmtconversion",4,"newcode","character varying","NO",""
"fps","tblmtconversion",5,"percentage","double precision","YES",""
"fps","tblmtconversion",6,"hours","double precision","YES",""
"fps","tblpaymentschedule",1,"contract","USER-DEFINED","NO",""
"fps","tblpaymentschedule",2,"duedate","timestamp without time zone","NO",""
"fps","tblpaymentschedule",3,"paid","smallint","NO",""
"fps","tblpaymentschedule",4,"fpsyear","integer","NO",""
"fps","tblperiod",1,"periodname","character varying","NO",""
"fps","tblperiod",2,"periodtype","character varying","YES",""
"fps","tblperiod",3,"startperiod","double precision","YES",""
"fps","tblperiod",4,"endperiod","double precision","YES",""
"fps","tblperiod",5,"finalsummariesrun","smallint","YES",""
"fps","tblperiod",6,"periodlocked","smallint","NO","0"
"fps","tblperiod",7,"fpsyear","integer","NO",""
"fps","tblperiodmonth",1,"endmonth","double precision","NO",""
"fps","tblperiodmonth",2,"monthno","double precision","NO",""
"fps","tblpostmortem1report",1,"testcode","character varying","NO",""
"fps","tblpostmortem1report",2,"itemdescription","character","YES",""
"fps","tblpostmortem1report",3,"totvol","integer","YES",""
"fps","tblpostmortem1report",4,"ltunitcharge","money","YES",""
"fps","tblpostmortem1report",5,"sdunitcharge","money","YES",""
"fps","tblpostmortem1report",6,"ltfee","money","YES",""
"fps","tblpostmortem1report",7,"sdfee","money","YES",""
"fps","tblpostmortem1report",8,"total fee","money","YES",""
"fps","tblpostmortem1report",9,"fee charged","money","YES",""
"fps","tblpostmortem1report",10,"profit/loss","money","YES",""
"fps","tblpostmortem1report",11,"workgroup","character varying","YES",""
"fps","tblpurchase",1,"workgroup","USER-DEFINED","NO",""
"fps","tblpurchase",2,"account","USER-DEFINED","NO",""
"fps","tblpurchase",3,"itemdescription","character varying","NO",""
